institution_id,district_tr,institution_name,institution_type,address,icu,n#_beds,ambulance,neighborhood_tr,latitude,longitude,district_eng,private_or_public,related_to_htourism,institution_type_eng,institution_type_abbrv_tr,institution_type_abbrv_eng,care_type
3560,Esenyurt,Özel Yeni Hayat Sağlik Kabini,Sağlik Kabini,Halil Fahri Orman Cad. No:64 AKÇABURGAZ/ESENYURT,,,,Akçaburgaz,41.074781941000026,28.634259180000072,Esenyurt,Private,No,Health Cabin,Sağlık Kabini,HealtH Cabin,low level
3562,Küçükçekmece,Özel İstanbul Hospital,Hastane,Şener Sk. No:2 ATATÜRK/KÜÇÜKÇEKMECE,Yes,66.0,Yes,Atatürk,41.050331484000026,28.80303331900007,Kucukcekmece,Private,No,Hospital,Hastane,Hospital,hospital level
3564,Bahçelievler,Diş Hekimi Gülten Hayir Akça,Muayenehane,Maraşal Fevzi Çakmak 5. Sk. No:3 ŞİRİNEVLER/BAHÇELİEVLER,,,,Şirinevler,40.99410707700008,28.84551510200004,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
3565,Bahçelievler,Diş Hekimi Alkan Bilginer,Muayenehane,Tekin Sk. No:1 HÜRRİYET/BAHÇELİEVLER,,,,Hürriyet,40.99299942900007,28.84289626100008,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
3566,Fatih,Özel Fener Balat Tip Merkezi,Tip Merkezi,Ayan Cad. No:74 BALAT/FATİH,No,,No,Balat,41.03268325800008,28.946036171000056,Fatih,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
3567,Başakşehir,Özel Dentaliva Ağiz ve Diş Sağliği Merkezi,Ağiz ve Diş Sağliği Merkezi,Hürriyet Bulvari No:131B BAŞAKŞEHİR/BAŞAKŞEHİR,,,,Başakşehir,41.09806936800004,28.791159176000065,Basaksehir,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
3568,Başakşehir,Özel Dent Bahçeşehir Ağiz ve Diş Sağliği Kliniği,Ağiz ve Diş Sağliği Merkezi,Aşik Mahsuni Şerif Cad. No:32 BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,,,,Bahçeşehir 1. Kisim,41.06506093100006,28.68815526400005,Basaksehir,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
3569,Başakşehir,Özel Ardent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Kemal Sunal Cad. No:7 BAHÇEŞEHİR 1. KISIM/BAŞAKŞEHİR,,,,Bahçeşehir 1. Kisim,41.06408327500003,28.68693841000004,Basaksehir,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
3570,Arnavutköy,Arnavutköy Merkez Aile Sağlik Merkezi,Aile Sağliği Merkezi,Tahtakale Sk. No:12 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,No,0.0,,Arnavutköy Merkez,41.18222011700004,28.74054813800007,Arnavutkoy,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3571,Arnavutköy,Arnavutköy Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Tahtakale Sk. No:12 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,,,No,Arnavutköy Merkez,41.18208504200004,28.740842566000023,Arnavutkoy,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3572,Bağcılar,Bağcilar 22 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,206. Sk. No:10 BARBAROS/BAÐCILAR,No,0.0,,Barbaros,41.024371262000045,28.84088008900005,Bagcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3573,Bağcılar,Bağcilar 27 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,2158. Sk. No:18 -20A 100. YIL/BAÐCILAR,No,0.0,,100. Yil,41.06086629200007,28.853328373000068,Bagcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3574,Bahçelievler,Bağcilar 15 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Çağlayan Sk. No:5 SİYAVUŞPAŞA/BAHÇELİEVLER,No,0.0,,Siyavuşpaşa,41.00275445300008,28.85148025900003,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3575,Bakırköy,Bakirköy Toplum Sağlik Merkezi,Toplum Sağliği Merkezi,Milliyetçi Sk. No:1 ZEYTİNLİK/BAKIRKÖY,,,No,Zeytinlik,40.97855365500004,28.871579233000034,Bakirkoy,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3576,Bayrampaşa,Pet Adress Veteriner Kliniği,Veteriner,Atişalani Cad. No:3 YENİDOÐAN/BAYRAMPAŞA,,0.0,No,Yenidoğan,41.03852481000007,28.912094443000054,Bayrampasa,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
3577,Beykoz,Merkez Aile Sağlik Merkezi,Aile Sağliği Merkezi,Moda Çikmazi No:2 MERKEZ/BEYKOZ,No,0.0,,Merkez,41.13475119700007,29.091375961000036,Beykoz,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3578,Büyükçekmece,Büyükçekmece Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Nutuk Cad. No:4 DİZDARİYE/BÜYÜKÇEKMECE,,,No,Dizdariye,41.02028175000004,28.578800932000043,Buyukcekmece,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3579,Büyükçekmece,Büyükçekmece Ana Çocuk Sağliği Ve Aile Planlamasi,Ana Çocuk Sağliği ve Aile Planlama Merkezi,Nutuk Cad. No:4 DİZDARİYE/BÜYÜKÇEKMECE,No,0.0,,Dizdariye,41.020310275000035,28.578675936000025,Buyukcekmece,Public,No,Planned Parenthood Center,Aile Planlama M.,Planned Parenthood C.,low level
3580,Büyükçekmece,Batiköy Aile Sağlik Merkezi,Aile Sağliği Merkezi,Uğur Mumcu Cad. No:5 MİMAROBA/BÜYÜKÇEKMECE,No,0.0,,Mimaroba,41.00222748300007,28.539910015000032,Buyukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3581,Büyükçekmece,Büyükçekmece 1 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Kooperatifler Cad. No:25 TÜRKOBA/BÜYÜKÇEKMECE,No,0.0,,Türkoba,41.02479691900004,28.515422865000065,Buyukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3582,Büyükçekmece,Kumburgaz Aile Sağlik Merkezi,Aile Sağliği Merkezi,Belediye Cad. No:6 KUMBURGAZ/BÜYÜKÇEKMECE,No,0.0,,Kumburgaz,41.03063923000008,28.452965566000053,Buyukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3583,Esenyurt,Esenyurt 9 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,747. Sk. No:22 ARDIÇLI/ESENYURT,No,0.0,,Ardiçli,41.044898656000036,28.68257471300007,Esenyurt,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3584,Eyüpsultan,Kemerburgaz Aile Sağlik Merkezi,Aile Sağliği Merkezi,Dispanser Sk. No:17 MİTHATPAŞA/EYÜPSULTAN,No,0.0,,Mithatpaşa,41.15895541500004,28.91137513700005,Eyupsultan,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3585,Fatih,Topkapi Aile Sağlik Merkezi,Aile Sağliği Merkezi,Sefa Hamami Sk. No:1 TOPKAPI/FATİH,No,0.0,,Topkapi,41.019677066000035,28.929900524000058,Fatih,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3586,Maltepe,Maltepe 22 Nolu Cezaevi Aile Sağlik Merkezi,Aile Sağliği Merkezi,Bebek Sk. No: BÜYÜKBAKKALKÖY/MALTEPE,No,0.0,,Büyükbakkalköy,40.967430635000035,29.207144446000033,Maltepe,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3587,Sarıyer,Sariyer Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Deniz Sk. No:6 FERAHEVLER/SARIYER,,,No,Ferahevler,41.132031883000025,29.04193178600008,Sariyer,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3588,Sarıyer,Rumelifeneri Aile Sağlik Merkezi,Aile Sağliği Merkezi,Sancak Sk. No:8 RUMELİFENERİ/SARIYER,No,0.0,,Rumelifeneri,41.23385842600004,29.112126225000054,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3589,Silivri,Silivri Merkez 1 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Hürriyet Cad. No:13 ALİBEY/SİLİVRİ,No,0.0,,Alibey,41.07153833400002,28.25743900900005,Silivri,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3590,Silivri,Büyükkiliçli Sağlik Evi,Sağlik Evi,Çuhadar Sk. No:4 BÜYÜK KILIÇLI/SİLİVRİ,,,,,41.16186411700004,28.190209632000066,Silivri,Public,No,Primary Health Care Center,Sağlık Evi,Primary Health Care C.,not specified
3591,Sultanbeyli,Sultanbeyli Toplum Sağlik Merkezi,Toplum Sağliği Merkezi,Emir Cad. No:4 ABDURRAHMANGAZİ/SULTANBEYLİ,,,No,Abdurrahmangazi,40.970305094000025,29.26119987600004,Sultanbeyli,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3592,Sultanbeyli,Sultanbeyli Ana Çocuk Sağliği Ve Aile Planlamasi,Ana Çocuk Sağliği ve Aile Planlama Merkezi,Kizilcik Sk. No:78B BATTALGAZİ/SULTANBEYLİ,No,0.0,,Battalgazi,40.97794225800004,29.265645326000023,Sultanbeyli,Public,No,Planned Parenthood Center,Aile Planlama M.,Planned Parenthood C.,low level
3593,Sultanbeyli,Suntanbeyli 4 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Çayir Sk. No:49A MEHMET AKİF/SULTANBEYLİ,No,0.0,,Mehmet Akif,40.95647415800004,29.263725872000066,Sultanbeyli,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3594,Sultangazi,Zübeyde Hanim Ana Çocuk Sağliği Ve Aile Planlamasi,Ana Çocuk Sağliği ve Aile Planlama Merkezi,2116. Sk. No:20 UÐUR MUMCU/SULTANGAZİ,No,0.0,,Uğur Mumcu,41.096187247000046,28.86709705300007,Sultangazi,Public,No,Planned Parenthood Center,Aile Planlama M.,Planned Parenthood C.,low level
3595,Sultangazi,Sultançiftliği Aile Sağlik Merkezi,Aile Sağliği Merkezi,171. Sk. No:30 SULTANÇİFTLİÐİ/SULTANGAZİ,No,0.0,No,Sultançiftliği,41.101079252000034,28.85814611500007,Sultangazi,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3596,Tuzla,Aydinli Şehit Bekir Demir Aile Sağlik Merkezi,Aile Sağliği Merkezi,Kahraman Sk. No:28 AYDINLI/TUZLA,No,0.0,,Aydinli,40.87062406000007,29.32980556800004,Tuzla,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3597,Ümraniye,Ümraniye 21 Nolu Cezaevi Aile Sağlik Merkezi,Aile Sağliği Merkezi,Küçüksu Cad. No: İNKILAP/ÜMRANİYE,No,0.0,,İnkilap,41.05494749500008,29.115502737000046,Umraniye,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3598,Ümraniye,Ümraniye 22 Nolu Cezaevi Aile Sağlik Merkezi,Aile Sağliği Merkezi,Küçüksu Cad. No: İNKILAP/ÜMRANİYE,No,0.0,,İnkilap,41.05400982000003,29.11587361500005,Umraniye,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3599,Üsküdar,Bulgurlu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Bağcilar Cad. Bülbül Sk.No:5 BULGURLU/ÜSKÜDAR,No,0.0,,Bulgurlu,41.01911473500007,29.074372775000032,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3600,Üsküdar,Doğancilar Aile Sağlik Merkezi,Aile Sağliği Merkezi,Açik Türbe Mektebi Sk. No:66 AZİZ MAHMUT HÜDAYİ/ÜSKÜDAR,No,0.0,,Aziz Mahmut Hüdayi,41.02256580700004,29.015758178000056,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3601,Üsküdar,Üsküdar 20 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Sebat Sk. No:6 KÜPLÜCE/ÜSKÜDAR,No,0.0,,Küplüce,41.03285382100006,29.060904400000034,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3602,Üsküdar,Üsküdar 23 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,Ayazma Cad. No:4/2 ÜNALAN/ÜSKÜDAR,No,0.0,,Ünalan,40.99861497000006,29.065149785000077,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3603,Zeytinburnu,Yeşiltepe Aile Sağlik Merkezi,Aile Sağliği Merkezi,56. Sk. No:67 SÜMER/ZEYTİNBURNU,No,0.0,,Sümer,40.99116189100005,28.897873936000053,Zeytinburnu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3604,Zeytinburnu,Zeytinburnu 3 Nolu Aile Sağlik Merkezi,Aile Sağliği Merkezi,85/5. Sk. No:26 TELSİZ/ZEYTİNBURNU,Yes,0.0,,Telsiz,41.001416737000056,28.911712426000065,Zeytinburnu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3606,Ataşehir,SBÜ Ümraniye Eğitim ve Araştirma Hastanesi Mustafa Kemal Semt Polikliniği,Poliklinik,3001. Cad. No:79 MUSTAFA KEMAL/ATAŞEHİR,No,,,Mustafa Kemal,41.00366716800004,29.093372184000028,Atasehir,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
3607,Üsküdar,Beylerbeyi Toplum Ruh Sağliği Merkezi,Toplum Sağliği Merkezi,Şemsiefendi Sk. No:7/2 BEYLERBEYİ/ÜSKÜDAR,No,0.0,,Beylerbeyi,41.04305579000004,29.04506598600005,Uskudar,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3608,Bahçelievler,İstanbul Fizik Tedavi Rehabilitasyon Eğitim ve Araştirma Hastanesi ,Hastane,Ordu Cad. No:1-7 KOCASİNAN MERKEZ/BAHÇELİEVLER,No,253.0,Yes,Kocasinan Merkez,41.005996130000035,28.844054484000026,Bahcelievler,Public,No,Hospital,Hastane,Hospital,hospital level
3609,Silivri,Silivri 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Çanta Cad. No:162 F SEMİZKUMLAR/SİLİVRİ,No,3.0,Yes,Semizkumlar,41.093664610000076,28.154800849000026,Silivri,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3610,Silivri,Silivri Ceza İnfaz Kurumu Devlet Hastanesi,Hastane,Çanta Cad. No:162 F SEMİZKUMLAR/SİLİVRİ,Yes,30.0,No,Semizkumlar,41.09370659300004,28.15362982600004,Silivri,Public,No,Hospital,Hastane,Hospital,hospital level
3611,Fatih,Şehremini Verem Savaş Dispanseri,Verem Savaş Dispanseri,Turgut Özal Millet Cad. No:118AH TOPKAPI/FATİH,,0.0,No,Topkapi,41.01627992200008,28.93355364400003,Fatih,Public,No,Tuberculosis Dispensary,Verem Savaş Disp.,Tuberculosis Dispensary,specialized
3612,Maltepe,İstanbul Onkoloji Hastanesi,Hastane,Talatpaşa Cad. No:75 CEVİZLİ/MALTEPE,Yes,54.0,Yes,Cevizli,40.922593480000046,29.153420838000045,Maltepe,Private,No,Hospital,Hastane,Hospital,hospital level
3613,Şişli,Özel Acibadem Hastanesi Taksim,Hastane,Nizamiye Sk. No:26 İNÖNÜ/ŞİŞLİ,Yes,93.0,No,İnönü,41.041491233000045,28.98232690700007,Sisli,Private,No,Hospital,Hastane,Hospital,hospital level
3614,Arnavutköy,Arnavutköy 2 Nolu Acil  Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Çarşamba Sk. No:1 HADIMKÖY/ARNAVUTKÖY,No,3.0,Yes,Hadimköy,41.156165692000066,28.624525859000073,Arnavutkoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3615,Arnavutköy,Arnavutköy 3 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Atatürk Cad. No:42 MAREŞAL FEVZİ ÇAKMAK/ARNAVUTKÖY,No,3.0,Yes,Mareşal Fevzi Çakmak,41.203956670000025,28.716739080000025,Arnavutkoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3616,Bağcılar,Bağcilar 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Cami Yolu Cad. No:66 EVREN/BAÐCILAR,No,3.0,Yes,15 Temmuz,41.03971720900006,28.816973658000048,Bagcilar,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3617,Bağcılar,Bağcilar 5 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Bağcilar Eğitim Araştirma HAstanesi Heliport Alani Yani MERKEZ/BAÐCILAR,No,3.0,Yes,Merkez,41.02924450000006,28.870826657000066,Bagcilar,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3618,Bahçelievler,Bahçelievler 7 ve 9 Nolu  Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Saray Cad. No:4 ŞİRİNEVLER/BAHÇELİEVLER,No,3.0,Yes,Şirinevler,40.99963920600004,28.85137457900004,Bahcelievler,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3619,Bakırköy,Bakirköy 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Dr. Tevfik Sağlam Cad. No:32 /7 ZUHURATBABA/BAKIRKÖY,No,3.0,Yes,Zuhuratbaba,40.99129647000007,28.85870515700003,Bakirkoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3620,Bakırköy,Bakirköy 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Lale Sk. No:7 ATAKÖY 7-8-9-10. KISIM/BAKIRKÖY,No,3.0,Yes,Ataköy 7-8-9-10. Kisim,40.98027895800004,28.842898260000034,Bakirkoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3621,Bakırköy,Bakirköy 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Dr. Tevfik Sağlam Cad. No:25 /1 ZUHURATBABA/BAKIRKÖY,No,3.0,Yes,Zuhuratbaba,40.99065441200002,28.86133700600004,Bakirkoy,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3622,Başakşehir,Başakşehir 1 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Denizati Sk. No:15 BAHÇEŞEHİR 2. KISIM/BAŞAKŞEHİR,No,3.0,Yes,Bahçeşehir 2. Kisim,41.06608135900007,28.67813895600005,Basaksehir,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3623,Bayrampaşa,Bayrampaşa 2 ve 6  Nolu Acil Sağlik Hizmetleri İstasyonlari,Acil Yardim İstasyonu,Şehir Parki Cad. No: YILDIRIM/BAYRAMPAŞA,No,3.0,Yes,Yildirim,41.063252000000034,28.88795400000004,Bayrampasa,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3624,Zeytinburnu,Bayrampaşa 3 Nolu Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Gümüşsuyu Cad. No:62 MALTEPE/ZEYTİNBURNU,No,3.0,Yes,Maltepe,41.02991648000005,28.91412692000005,Zeytinburnu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3625,Beşiktaş,Beşiktaş 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Barbaros Bulvari No:2/1 DİKİLİTAŞ/BEŞİKTAŞ,No,3.0,Yes,Dikilitaş,41.05218093600007,29.008395820000032,Besiktas,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3626,Beylikdüzü,Beylikdüzü 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Gülbahçe Sk. No:10 BARIŞ/BEYLİKDÜZÜ,No,3.0,Yes,Bariş,40.995850671000035,28.651665971000057,Beylikduzu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3627,Beylikdüzü,Beylikdüzü 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Gülbahçe Sk. No:10 BARIŞ/BEYLİKDÜZÜ,No,3.0,Yes,Bariş,40.99579543900006,28.651696069000025,Beylikduzu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3628,Beylikdüzü,Adnan Kahveci Aile Sağliği Merkezi,Aile Sağliği Merkezi,Osmanli Cad. ADNAN KAHVECİ/BEYLİKDÜZÜ,No,0.0,,Adnan Kahveci,41.004170386000055,28.62942753200008,Beylikduzu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
3629,Beylikdüzü,Beylikdüzü 7 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Osmanli Cad. ADNAN KAHVECİ/BEYLİKDÜZÜ,No,3.0,Yes,Adnan Kahveci,41.00419604900003,28.629542101000034,Beylikduzu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3630,Şişli,Beyoğlu 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Bağlanti Yolu HARBİYE/ŞİŞLİ,No,3.0,Yes,Harbiye,41.04174736600004,28.989922676000052,Sisli,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3631,Şişli,Beyoğlu 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Bomonti-Dolmabahçe Karayolu Tüneli HARBİYE/ŞİŞLİ,No,3.0,Yes,Harbiye,41.041743085000064,28.99009186700005,Sisli,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3632,Beyoğlu,Beyoğlu 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Talip Paşa Arkasi Sk. No:7 SÜTLÜCE/BEYOÐLU,No,3.0,Yes,Sütlüce,41.05154736600008,28.944759560000076,Beyoglu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3633,Beyoğlu,Beyoğlu 5 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Sipahi Firini Sk. No:2A YAHYA KAHYA/BEYOÐLU,No,3.0,Yes,Yahya Kahya,41.03304655800008,28.97088045100003,Beyoglu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3634,Büyükçekmece,Büyükçekmece 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Parmaksiz Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,No,3.0,Yes,Atatürk,41.012914702000046,28.60562719800004,Buyukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3635,Büyükçekmece,Büyükçekmece 1 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Parmaksiz Cad. No:35 ATATÜRK/BÜYÜKÇEKMECE,No,3.0,Yes,Atatürk,41.012906050000026,28.60550282900005,Buyukcekmece,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3636,Çatalca,Arnavutköy 4 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Gökçeali Cad. No:288 SUBAŞI/ÇATALCA,No,3.0,Yes,Subaşi,41.221576653000064,28.45555181100008,Catalca,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3637,Çatalca,Çatalca 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Gökçeali Cad. No:288 SUBAŞI/ÇATALCA,No,3.0,Yes,Subaşi,41.22157635800004,28.45538774900007,Catalca,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3638,Esenler,Esenler 2 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,939. Sk. No:26 KEMER/ESENLER,No,3.0,Yes,Kemer,41.05550689500007,28.87960390700005,Esenler,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3639,Esenler,Esenler 4 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,939. Sk. No:26 KEMER/ESENLER,No,3.0,Yes,Kemer,41.05559037900008,28.87961429300003,Esenler,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3640,Esenyurt,Esenyurt 8 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,1131. Sk. No:1/2 BAÐLARÇEŞME/ESENYURT,No,3.0,Yes,Bağlarçeşme,41.038890216000034,28.67645123700004,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3641,Esenyurt,Esenyurt 1 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,1131. Sk. No:1/2 BAÐLARÇEŞME/ESENYURT,No,3.0,Yes,Bağlarçeşme,41.03886182400004,28.676468325000034,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3642,Esenyurt,Esenyurt 5 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,No,3.0,Yes,Akçaburgaz,41.07585234000004,28.633124997000042,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3643,Esenyurt,Esenyurt 2 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,3020. Sk. No:46 AKÇABURGAZ/ESENYURT,No,3.0,Yes,Akçaburgaz,41.07583261400004,28.633068738000077,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3644,Esenyurt,Esenyurt 3 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,545. Sk. No:4 GÖKEVLER/ESENYURT,No,3.0,Yes,Gökevler,41.02593739100007,28.635209911000057,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3645,Esenyurt,Esenyurt Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Karakol Sk. No:2 NECİP FAZIL KISAKÜREK/ESENYURT,,,No,Necip Fazil Kisakürek,41.03154737300008,28.65782338100007,Esenyurt,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
3646,Esenyurt,Esenyurt 6 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Karakol Sk. No:2 NECİP FAZIL KISAKÜREK/ESENYURT,No,3.0,Yes,Necip Fazil Kisakürek,41.03149137500003,28.657801866000057,Esenyurt,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3647,Eyüpsultan,Eyüpsultan 1 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Hz. Halid Bulvari No:29 İSLAMBEY/EYÜPSULTAN,No,3.0,Yes,İslambey,41.047927696000045,28.930514080000023,Eyupsultan,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
3648,Eyüpsultan,Eyüpsultan 2 No'lu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Muhsin Yazicioğlu Cad. No:65 SİLAHTARAÐA/EYÜPSULTAN,No,3.0,Yes,Silahtarağa,41.06098796100008,28.940442791000066,Eyupsultan,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
